BioSample_s	SAMN03565741	SAMN03565809	SAMN03565808	SAMN03565807	SAMN03565806	SAMN03565805	SAMN03565793	SAMN03565794	SAMN03565795	SAMN03565796	SAMN03565797	SAMN03565798	SAMN03565799	SAMN03565800	SAMN03565801	SAMN03565802	SAMN03565803	SAMN03565804	SAMN03565769	SAMN03565770	SAMN03565771	SAMN03565772	SAMN03565773	SAMN03565774	SAMN03565775	SAMN03565776	SAMN03565777	SAMN03565778	SAMN03565779	SAMN03565780	SAMN03565781	SAMN03565782	SAMN03565783	SAMN03565784	SAMN03565785	SAMN03565786	SAMN03565787	SAMN03565788	SAMN03565789	SAMN03565790	SAMN03565791	SAMN03565792	SAMN03565719	SAMN03565721	SAMN03565722	SAMN03565723	SAMN03565724	SAMN03565725	SAMN03565726	SAMN03565727	SAMN03565728	SAMN03565729	SAMN03565730	SAMN03565731	SAMN03565732	SAMN03565733	SAMN03565734	SAMN03565735	SAMN03565736	SAMN03565737	SAMN03565738	SAMN03565739	SAMN03565740	SAMN03565742	SAMN03565743	SAMN03565744	SAMN03565745	SAMN03565746	SAMN03565747	SAMN03565748	SAMN03565749	SAMN03565750	SAMN03565751	SAMN03565752	SAMN03565753	SAMN03565754	SAMN03565755	SAMN03565756	SAMN03565757	SAMN03565758	SAMN03565759	SAMN03565760	SAMN03565761	SAMN03565762	SAMN03565763	SAMN03565764	SAMN03565765	SAMN03565766	SAMN03565767	SAMN03565768	SAMN03565707	SAMN03565708	SAMN03565709	SAMN03565710	SAMN03565711	SAMN03565712	SAMN03565713	SAMN03565714	SAMN03565715	SAMN03565716	SAMN03565717	SAMN03565718	SAMN03565720
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_XVIII	0.006695069993913572	0.00040144520272982734	0.0006504065040650406	0.0016313213703099511	0.0006045949214026602	0.008018040591330494	0.00013473457289140393	0.0004393673110720562	0.0	0.017897091722595078	0.003480278422273782	0.0007254261878853826	0.011677102724657303	0.0024436600597339125	0.0028379772961816306	0.0	0.00032425421530479895	0.0005947955390334573	0.0	0.0010545742156604272	0.0012391573729863693	0.0031923383878691143	0.0003447087211306446	0.000326797385620915	0.0020904102430101905	0.0	0.0018999366687777073	0.00027693159789531985	0.0007632422530911311	0.0019065776930409914	0.00025957170668397143	0.00387382401770891	0.0009900990099009901	0.00023386342376052386	0.0	0.021505376344086023	0.0010319917440660474	0.0033126293995859217	0.005428460643660334	0.0	0.00020703933747412008	0.0009189065012634965	0.0	0.0	0.00298804780876494	0.0030211480362537764	0.0003246753246753247	0.0001786352268667381	0.0002382654276864427	0.0	0.0	0.003072625698324022	0.0011488970588235295	0.0022229279136233727	0.0006591957811470006	0.0022283392318783587	0.0001552312946289972	0.00035056967572304995	0.0017040241184952155	0.0015367727771679472	0.0021454112038140644	0.001267694908092119	0.021587842635989205	0.0049912652857499375	0.0	0.0	0.00029437739181630853	0.0007782101167315176	0.001267962806424345	0.0026711654716715873	0.0007244626901714562	0.0009512937595129375	0.0002087246921310791	0.0017561832284501682	0.0	0.00038304392236976505	0.003945084424806691	0.001012292118582791	0.0003268507926131721	0.007215975834871623	0.011023622047244094	0.0017610062893081758	0.0002671653753673524	0.013706453455168474	0.0017399557102182853	0.015210410681088391	0.000886053517632465	0.0019971469329529245	0.0007678525723061172	0.0	0.00014803849000740192	0.0012374845314433568	0.0017278617710583153	0.0010903143739778303	0.004552165354330708	0.021454338333016895	0.0012140833670578712	0.0002133560913164071	0.0	0.0	0.001029336078229542	0.0002623983206507478	0.00025207965717166626
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus	0.00015216068167985393	0.0	0.0	0.0	0.0	0.0	0.0	0.007469244288224956	0.00020052135552436334	0.0	0.0	0.0003627130939426913	0.00016923337282112033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019207683073229293	0.0	0.0	0.0	0.0	0.0010382868267358857	0.0	0.0	0.0	0.0002799552071668533	0.000346860908775581	0.0	0.0	0.0	0.0006109979633401223	0.0	0.0	0.0	0.0	0.0	0.0018126888217522659	0.0	0.0	0.0002382654276864427	0.0	0.0003118665211289568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002195389681668496	0.0	0.001267694908092119	0.0015622780854992189	0.0004991265285749938	0.0	0.0004079135223332653	0.00029437739181630853	0.0	0.0	0.0	0.0	0.0005707762557077625	0.0002087246921310791	0.00043904580711254205	0.0004885197850512946	0.00038304392236976505	0.0	0.00014461315979754158	0.0	0.0001678133915086424	0.0	0.0	0.0002671653753673524	0.0003807348181991243	0.0	0.0	0.0	0.0	0.0	0.000354735721887194	0.0	0.0	0.0012958963282937365	0.0	0.0	0.0	0.0014838796708485094	0.0	0.0	0.0007421150278293135	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelotrichaceae_incertae_sedis	0.0	0.00026763013515321824	0.0003252032520325203	0.00023304591004427873	0.0019649334945586456	0.0	0.0033683643222850983	0.0004393673110720562	0.0	0.0002796420581655481	0.0007733952049497294	0.0007254261878853826	0.0	0.0	0.0239938080495356	0.0018730489073881375	0.002269779507133593	0.0	0.008731808731808732	0.0005272871078302136	0.007228418009087154	0.0010641127959563714	0.0	0.011764705882352941	0.0	0.0	0.00031665611146295124	0.0005538631957906397	0.00015264845061822624	0.0	0.0	0.0005534034311012728	0.00024752475247524753	0.04162768942937324	0.0	0.03364550815123136	0.0	0.007660455486542443	0.00012924906294429367	0.002443991853360489	0.0	0.0	0.0	0.000223463687150838	0.00149402390438247	0.0	0.0	0.0001786352268667381	0.0009530617107457708	0.00019135093761959434	0.0001559332605644784	0.0	0.00045955882352941176	0.0	0.0	0.00026215755669157164	0.0	0.0005258545135845749	0.0	0.0015367727771679475	0.0004767580452920143	0.001478977392774139	0.0	0.0004991265285749938	0.00017516202487300754	0.0046910055068325514	0.00014718869590815426	0.0	0.0010566356720202875	0.0008435259384226065	0.0014489253803429123	0.0005707762557077625	0.004383218534752662	0.00043904580711254205	0.0003256798567008631	0.0016598569969356485	0.0011046236389458735	0.0	0.00016342539630658605	0.0026850142641382784	0.0004724409448818897	0.00025157232704402514	0.0004007480630510286	0.0	0.0030053780449224928	0.000507013689369613	0.0	0.0002853067047075606	0.0002559508574353724	0.0008868393047179851	0.0008882309400444115	0.0	0.0009719222462203023	0.00018171906232963838	0.0027066929133858263	0.000569584203531422	0.00013489815189531904	0.0002133560913164071	0.0	0.0011131725417439704	0.0002573340195573855	0.0	0.002268716914544996
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	0.0015216068167985394	0.0	0.0006504065040650406	0.0	0.0	0.00025056376847907793	0.0	0.0	0.0	0.0	0.0003866976024748647	0.0007254261878853826	0.0	0.0005430355688297583	0.0005159958720330237	0.0008324661810613944	0.0	0.00014869888475836432	0.0	0.0	0.0	0.0005320563979781857	0.0	0.000326797385620915	0.0	0.0	0.00015832805573147562	0.0	0.0003052969012364525	0.0	0.0	0.0002767017155506364	0.0	0.0	0.0002799552071668533	0.0	0.0002063983488132095	0.0	0.00012924906294429367	0.0006109979633401223	0.00020703933747412008	0.0	0.0	0.0	0.00049800796812749	0.0	0.0	0.0	0.0002382654276864427	0.0	0.0001559332605644784	0.0005586592178770949	0.0006893382352941176	0.000952683391552874	0.002197319270490002	0.0005243151133831433	0.0001552312946289972	0.0	0.0	0.0	0.0	0.00021128248468201986	0.0	0.0002495632642874969	0.00017516202487300754	0.0	0.00014718869590815426	0.0	0.0006339814032121725	0.000562350625615071	0.0014489253803429123	0.0	0.0008348987685243164	0.0002926972047416947	0.0	0.0010214504596527069	0.00015780337699226762	0.00014461315979754158	0.00016342539630658605	0.0005034401745259272	0.0	0.0005031446540880503	0.0009350788137857333	0.00019036740909956216	0.0004745333755140778	0.0008450228156160215	0.000177210703526493	0.0011412268188302425	0.0005119017148707448	0.0	0.00014803849000740192	0.0	0.0	0.00018171906232963838	0.00036909448818897637	0.0	0.00013489815189531904	0.0006400682739492212	0.0	0.0	0.0002573340195573855	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	0.003804017041996348	0.012444801284624649	0.0022764227642276423	0.002563505010487066	0.0007557436517533253	0.01453269857178652	0.0012126111560226353	0.003295254833040422	0.00020052135552436334	0.0005592841163310962	0.0007733952049497294	0.004352557127312295	0.0	0.0005430355688297583	0.03457172342621259	0.002497398543184183	0.00032425421530479895	0.00029739776951672863	0.0	0.0	0.0014456836018174309	0.0005320563979781857	0.0	0.0	0.0005226025607525476	0.0014405762304921968	0.006649778340721976	0.001938521185267239	0.0010685391543275836	0.020019065776930408	0.005580791693705386	0.001936912008854455	0.0019801980198019802	0.00912067352666043	0.0	0.06000693721817551	0.0	0.004968944099378881	0.0	0.0006109979633401223	0.0	0.0	0.004427083333333333	0.000893854748603352	0.00049800796812749	0.0	0.0	0.0	0.016440314510364547	0.0007654037504783774	0.0	0.0	0.0009191176470588235	0.0	0.0	0.00013107877834578582	0.0	0.0	0.000786472670074715	0.003512623490669594	0.0021454112038140644	0.00021128248468201986	0.0	0.0014973795857249812	0.0014012961989840604	0.01733632469916378	0.0005887547836326171	0.002723735408560311	0.0019019442096365174	0.0002811753128075355	0.003380825887466796	0.0	0.0008348987685243164	0.00014634860237084735	0.0003256798567008631	0.0008937691521961185	0.00031560675398453525	0.00028922631959508316	0.0013074031704526884	0.0006712535660345696	0.0	0.0	0.0001335826876836762	0.03464686845612031	0.0045871559633027525	0.0032110866993408822	0.010809852915116073	0.007417974322396576	0.0	0.000532103582830791	0.00029607698001480384	0.0003374957813027337	0.00032397408207343413	0.00036343812465927677	0.004675196850393701	0.0007594456047085627	0.0	0.0	0.0009305788200260562	0.0011131725417439704	0.00977869274318065	0.06612437680398846	0.001008318628686665
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021413721413721415	0.0	0.0026848409748038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029437739181630853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014265335235378032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus	0.0	0.0	0.011056910569105691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006485084306095979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00149402390438247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000380517503805175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015026890224612465	0.0001690045631232043	0.0	0.0002853067047075606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Phascolarctobacterium	0.0	0.0	0.0	0.015147984152878118	0.007103990326481257	0.0065146579804560255	0.002155753166262463	0.0017574692442882249	0.005213555243633447	0.0	0.0027068832173240526	0.0029017047515415306	0.0	0.004615802335052946	0.0	0.0	0.0074578469520103765	0.002825278810408922	0.0	0.0	0.0	0.0	0.0	0.0	0.0013065064018813691	0.0	0.00015832805573147562	0.004430905566325118	0.00976950083956648	0.0021448999046711154	0.00012978585334198572	0.0	0.0	0.0	0.0	0.0	0.020020639834881324	0.002277432712215321	0.0036189737624402222	0.003462321792260693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004644515898535191	0.0	0.004209720627631076	0.000779666302822392	0.0005586592178770949	0.011948529411764705	0.0057161003493172435	0.04658316853438805	0.0	0.0	0.005784399649430325	0.0013107877834578582	0.0	0.0	0.0	0.0	0.0	0.0	0.005914746073832348	0.0	0.0	0.0	0.0	0.0014489253803429123	0.001141552511415525	0.0	0.003366017854529489	0.008304836345872008	0.0	0.0	0.0	0.00016342539630658605	0.006880349051854338	0.002047244094488189	0.003522012578616352	0.0	0.004378450409289929	0.00015817779183802593	0.009971269224269056	0.0	0.0	0.0	0.0	0.0	0.0	0.0011879049676025918	0.019625658731600944	0.0	0.0	0.0006744907594765951	0.0012801365478984424	0.0	0.0025974025974025974	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister	0.005782105903834449	0.002007226013649137	0.03739837398373984	0.0006991377301328362	0.0	0.0	0.00013473457289140393	0.0010984182776801407	0.0020052135552436332	0.008389261744966443	0.0	0.0	0.007615501776950414	0.0	0.0010319917440660474	0.004578563995837669	0.0	0.014126394052044609	0.0	0.0155549696809913	0.0	0.0	0.0	0.030065359477124184	0.0036582179252678338	0.0031212484993997595	0.0015832805573147563	0.001938521185267239	0.0	0.026692087702573877	0.0	0.0030437188710570003	0.0024752475247524753	0.0	0.005599104143337066	0.001387443635102324	0.0002063983488132095	0.0	0.0	0.0	0.027329192546583853	0.005972892258212727	0.005208333333333333	0.000446927374301676	0.0069721115537848604	0.002416918429003021	0.00021645021645021645	0.0057163272597356195	0.003335715987610198	0.0	0.0	0.016480446927374298	0.00022977941176470588	0.0	0.0	0.0009175514484205008	0.0027941633033219497	0.0	0.0	0.0	0.0	0.0008451299387280794	0.01121999715949439	0.004242575492887447	0.00017516202487300754	0.0	0.0	0.013618677042801557	0.0031699070160608623	0.0002811753128075355	0.0002414875633904854	0.0	0.02149864328950115	0.0	0.0004885197850512946	0.0005107252298263534	0.001735837146914944	0.0005784526391901663	0.0014708285667592745	0.0	0.00015748031496062991	0.0	0.0016029922522041143	0.016371597182562345	0.0	0.000507013689369613	0.0037214247740563525	0.014835948644793151	0.01177373944202713	0.011528910961333806	0.04278312361213915	0.0013499831252109348	0.000755939524838013	0.00018171906232963838	0.0017224409448818897	0.00550598063413708	0.0	0.0	0.0	0.00037105751391465676	0.00797735460627895	0.0	0.012351903201411647
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megamonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012970168612191958	0.0	0.0060291060291060294	0.0	0.002271788517141677	0.0	0.0	0.00065359477124183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01216089803554724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00201663725737333
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007419290154401443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018229166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002982530890498509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003447087211306446	0.0	0.0	0.0	0.00015832805573147562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000346860908775581	0.0	0.00041407867494824016	0.00012924906294429367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031756113051762465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014058765640376775	0.0007244626901714562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000354421407052986	0.0002853067047075606	0.0	0.0	0.00029607698001480384	0.0	0.0	0.0	0.004552165354330708	0.00018986140117714068	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008389261744966443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022875816993464053	0.0002613012803762738	0.0	0.0	0.0	0.0	0.0007149666348903718	0.0020765736534717714	0.0	0.0	0.0004677268475210477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049479166666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006537015852263442	0.0	0.0	0.0	0.0	0.003616980772891681	0.0	0.0	0.0	0.0005706134094151213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037105751391465676	0.000514668039114771	0.0	0.004537433829089992
k__Bacteria;p__Proteobacteria;c__;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004393673110720562	0.0	0.003076062639821029	0.0	0.0018135654697134566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09995869475423379	0.0	0.0	0.00196078431372549	0.0	0.0	0.0	0.0	0.0	0.0	0.0036340038935756005	0.0	0.0	0.003975678203928906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028591851322373124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007025246981339188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038304392236976505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016942699409861033	0.0	0.0016900456312320432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005936920222634508	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__	0.0	0.0034791917569918372	0.011707317073170732	0.0	0.0	0.028313705838135805	0.0	0.0004393673110720562	0.0	0.0	0.0003866976024748647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016563146997929607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0059742647058823525	0.0	0.0	0.0	0.0	0.0031551270815074494	0.0	0.0002195389681668496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019019442096365174	0.00014058765640376775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046276211135213305	0.0	0.0	0.00015748031496062991	0.000880503144654088	0.0	0.0	0.0	0.0	0.0	0.0002853067047075606	0.0	0.0	0.0	0.006524918438519519	0.0	0.0	0.0	0.0	0.0005395926075812762	0.0002133560913164071	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia	0.00015216068167985393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007733952049497294	0.0	0.0	0.0005430355688297583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015749803127460907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002573340195573855	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027151778441487917	0.0	0.0004162330905306972	0.00032425421530479895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012303149606299212	0.0	0.0	0.0	0.0003722315280104225	0.003339517625231911	0.0033453422542460112	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella	0.0016737674984783932	0.00026763013515321824	0.0003252032520325203	0.0	0.0	0.0017539463793535457	0.0	0.0002196836555360281	0.0	0.012583892617449665	0.0	0.001088139281828074	0.0016923337282112032	0.0008145533532446375	0.0007739938080495355	0.0002081165452653486	0.0	0.0	0.0002079002079002079	0.0	0.0	0.00558659217877095	0.004825922095829025	0.0	0.009668147373922133	0.001440576230492197	0.0011082963901203294	0.0027693159789531985	0.0	0.0	0.0	0.0	0.00024752475247524753	0.00023386342376052386	0.0022396416573348264	0.000346860908775581	0.0	0.0	0.0011632415664986429	0.0	0.002484472049689441	0.006432345508844475	0.005208333333333333	0.0015642458100558658	0.0	0.0006042296072507553	0.0	0.0007145409074669524	0.0	0.0007654037504783774	0.0001559332605644784	0.00027932960893854746	0.003446691176470588	0.0	0.0015381234893430014	0.0017040241184952155	0.0	0.0012269938650306747	0.00039323633503735744	0.0	0.004290822407628129	0.01500105641242341	0.000568101121999716	0.004741702021462441	0.0003503240497460151	0.00020395676116663266	0.0	0.0003891050583657588	0.00021132713440405747	0.0	0.010142477662400387	0.0	0.002504696305572949	0.00014634860237084735	0.0008141996417521578	0.0005107252298263534	0.0	0.00043383947939262476	0.0003268507926131721	0.0	0.00031496062992125983	0.002012578616352201	0.0008014961261020571	0.0	0.0017399557102182853	0.0	0.002480949849370902	0.0042796005706134095	0.00947018172510878	0.0023057821922667612	0.001924500370096225	0.0015749803127460909	0.00010799136069114471	0.0	0.004183070866141733	0.003037782418834251	0.0	0.0	0.0	0.00037105751391465676	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	0.0	0.00013381506757660912	0.000975609756097561	0.007690515031461198	0.0004534461910519951	0.0	0.010913500404203719	0.0	0.0	0.0	0.0015467904098994587	0.00544069640914037	0.0	0.0	0.0	0.0	0.0	0.0011895910780669145	0.010187110187110188	0.008700237279198523	0.007847996695580338	0.0	0.0	0.00261437908496732	0.0	0.0	0.0	0.0	0.007479774080293085	0.002859866539561487	0.003244646333549643	0.004150525733259546	0.05866336633663367	0.0	0.0	0.0	0.004540763673890609	0.005175983436853002	0.0	0.0	0.0	0.0	0.0	0.0	0.00099601593625498	0.0	0.000974025974025974	0.0	0.0	0.0	0.0	0.0	0.0	0.0006351222610352493	0.0	0.0	0.0010866190624029804	0.0	0.0	0.0	0.0	0.00021128248468201986	0.0	0.0	0.0	0.0	0.0054459817486017074	0.03190661478599222	0.015215553677092139	0.008294671727822297	0.0	0.0020928462709284626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005034401745259272	0.0	0.0	0.0	0.02455739577384352	0.0	0.0003380091262464086	0.0	0.0002853067047075606	0.0	0.0	0.0	0.0	0.0	0.00036343812465927677	0.0	0.0	0.0014838796708485094	0.0006400682739492212	0.007816862088218872	0.0011131725417439704	0.0	0.0	0.001008318628686665
